placeName,imageURL,description,address,province,latitude,longitude,openingHours,category,touristType,contact,entranceFee,socialMedia,highlight,travelInfo
วนอุทยานภูพระ,"https://source.unsplash.com/800x600/?ธรรมชาติ,กาฬสินธุ์,thailand",วนอุทยานภูพระเดิมเป็นป่าภูพระอยู่ในเขตป่าสงวนแห่งชาติดงมูล ลักษณะเด่นคือเป็นภูเขาตั้งตระหง่านอยู่ใกล้ชุมชน ป่าภูพระเป็นป่าที่มีพรรณไม้ขึ้นหนาแน่น มีสัตว์ป่า ลำธาร และทิวทัศน์ที่สวยงาม พื้นที่หลังเขาเป็นที่ราบประดิษฐานพระพุทธรูปหินเก่าแก่ ภายในวนอุทยานมีแหล่งท่องเที่ยวที่น่าสนใจได้แก่ ผาเสวย เป็นลานหินผากว้าง มีความลึกของหน้าผาประมาณ 150–200 เมตร เป็นจุดชมวิวทิวทัศน์ที่สวยงาม ถ้ำเสียมสับ เป็นถ้ำของหินผาที่มีลักษณะคล้ายเสียมที่ขุดลงหิน ซึ่งเมื่ออยู่หน้าปากถ้ำจะเห็นหินผาที่สูง ถ้ำพระรอด เป็นถ้ำที่เกิดจากการแยกตัวของหินผา ภายในถ้ำมีทางเดินกว้างประมาณ 2 เมตร ระยะทางประมาณ 30 เมตร ในสมัยก่อนจะมีพระสงฆ์มาจำพรรษาและปฏิบัติธรรมเป็นประจำ ผาหินแยก เป็นหน้าผาที่แยกตัวเป็นทางยาวประมาณ 20 เมตร ลึก 6 เมตร ซึ่งผาที่แยกตัวออกมาจะมีลักษณะเอนเอียงเป็นจุดที่สามารถชมทิวทัศน์ได้ ถ้ำพระ เป็นถ้ำที่มีความลึกประมาณ 30 เมตร ปากถ้ำกว้าง 15 เมตร มีพระพุทธรูปประดิษฐานอยู่และราษฎรในท้องถิ่นต่างให้ความเคารพสักการะเป็นอย่างยิ่ง ในช่วงสงกรานต์จะมีงานเดินขึ้นภูพระเพื่อสรงน้ำพระเป็นประจำทุกปี,46190 กาฬสินธุ์ ท่าคันโท กุงเก่า,กาฬสินธุ์,16.94,103.244444,08.00-17.00 น.,,ธรรมชาติ,0 4334 3411 reserve@dnp.go.th www.dnp.go.th,nan,nan,nan,nan
วัดบูรพาภิราม,"https://source.unsplash.com/800x600/?ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม,ขอนแก่น,thailand",เป็นพระอารามหลวงชั้นตรี ที่สำคัญและเป็นที่เคารพศรัทธาของชาวจังหวัดร้อยเอ็ด เดิมทีวัดแห่งนี้ชื่อ วัดหัวรอ ต่อมาได้เปลี่ยนชื่อเป็น วัดบูรพาภิราม เป็นสถานที่ประดิษฐานของพระพุทธรัตนมงคลมหามุนี หรือพระเจ้าใหญ่ ซึ่งเป็นพระพุทธรูปปางประทานพรที่สูงสุดในประเทศไทย ยืนเด่นเป็นสง่า สามารถมองเห็นได้จากในระยะไกล เป็นอีกจุดเด่นของเมืองร้อยเอ็ด นอกจากนี้ภายในบริเวณวัดยังเป็นที่ตั้งศูนย์งานพระธรรมทูต โรงเรียนปริยัติธรรม และมีศาลเจ้าพ่อมเหศักดิ์ซึ่งเป็นที่เคารพของชาวเมืองอยู่ด้วย,559 ผดุงพานิช 45000 ร้อยเอ็ด เมืองร้อยเอ็ด ขอนแก่น,ขอนแก่น,16.0618088,103.6584009,ทุกวัน 07.00-18.00 น.,,"ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม","0 4351 1374, 0 4351 1375, 0 4352 3085  https://www.facebook.com/profile.php?id=100003382411362",0.0 0.0 0.0 0.0,nan,nan,nan
พิพิธภัณฑสถานแห่งชาติบ้านเชียง,"https://source.unsplash.com/800x600/?ประวัติศาสตร์, พิพิธภัณฑ์, วัฒนธรรม,อุดรธานี,thailand",เป็นแหล่งประวัติศาสตร์สำคัญทางภาคตะวันออกเฉียงเหนือของประเทศไทย และภูมิภาคเอเซียอาคเนย์ ที่ได้รับการประกาศให้เป็นมรดกโลก,บ้านเชียง สุทธิพงษ์ 41320 อุดรธานี หนองหาน,อุดรธานี,17.360556,103.105556,วันพุธ-วันอาทิตย์ และวันหยุดนักขัตฤกษ์ที่ไม่ใช่วันจันทร์และอังคาร 09.00-16.00 น.,,"ประวัติศาสตร์, พิพิธภัณฑ์, วัฒนธรรม",0 4223 5040 www.facebook.com/banchiang.museum?_rdc=1&_rdr,30.0 0.0 150.0 150.0,nan,nan,nan
บึงแก่นนคร,"https://source.unsplash.com/800x600/?จุดชมวิว, ธรรมชาติ,ขอนแก่น,thailand","เป็นบึงขนาดใหญ่ มีเนื้อที่ 603 ไร่ นอกจากจะเป็นที่ประดิษฐานอนุสาวรีย์ ""เจ้าเพียเมืองแพน"" ผู้ก่อตั้งเมืองขอนแก่นแล้ว ที่นี่ยังเป็นสถานที่ที่นิยมมาพักผ่อนหย่อนใจ และทำกิจกรรมนันทนาการของชาวเมืองเพราะมีบรรยากาศสบายๆ พื้นที่โดยรอบมีการปรับปรุงตกแต่งให้เป็นสวนสุขภาพ ประดับประดาด้วยประติมากรรมรูปต่างๆ ดูเพลินตาเพลินใจ ยิ่งไปกว่านั้นทางเทศบาลยังปลูกต้นคูณ และไม้ดัดไว้โดยรอบเพิ่มความร่มรื่นสวยงามให้กับสถานที่ยิ่งขึ้น นอกจากนี้ยังมีสนามเด็กเล่นและร้านอาหารเปิดบริการหลายประเภทอีกด้วย",รอบบึง 40000 ขอนแก่น เมืองขอนแก่น โคกสี,ขอนแก่น,16.4100418,102.8350067,เปิดให้บริการทุกวัน เวลา 6.00 – 21.00 น.,,"จุดชมวิว, ธรรมชาติ",083 290 1150,nan,nan,nan,nan
ประตูชุมพล,"https://source.unsplash.com/800x600/?ประวัติศาสตร์, วัฒนธรรม,นครราชสีมา,thailand",สมเด็จพระนารายณ์มหาราชโปรดเกล้าฯ ให้สร้างเมืองนครราชสีมาเป็นเมืองหน้าด่านเมื่อ พ.ศ. 2199 อันเป็นปีที่พระองค์เสด็จขึ้นครองกรุงศรีอยุธยา,ชุมพล 30000 นครราชสีมา เมืองนครราชสีมา โคกกรวด,นครราชสีมา,14.974707,102.0984577,ทุกวัน 24 ชั่วโมง,,"ประวัติศาสตร์, วัฒนธรรม","0 4423 4600, 0 4421 3666",0.0 0.0 0.0 0.0,nan,nan,nan
โครงการส่งเสริมการทอผ้าไหมแพรวา บ้านโพน มูลนิธิส่งเสริมศิลปาชีพ ในสมเด็จพระนางเจ้าสิริกิติ์พระบรมราชินีนาถ,"https://source.unsplash.com/800x600/?ประวัติศาสตร์, นันทนาการ, วัฒนธรรม, ธรรมชาติ,กาฬสินธุ์,thailand",ผ้าแพรวาเป็นผ้าไหมลายมัดหมี่ที่มีลายเอกลักษณ์เฉพาะตัวของกลุ่มทอผ้าชาวผู้ไทบ้านโพนแบ่งออกเป็น ๒ ลาย ได้แก่ ลายหลัก และลายแถบ ส่วนสีของผ้าแพรวามิได้มีเพียงสีแดงเท่านั้น แต่มีการให้สีสันต่าง ๆ มากขึ้นตามความต้องการของตลาด เช่น สีครีม สีชมพูอ่อน สีม่วง สีน้ำเงิน สีเขียว เป็นต้น นับได้ว่าการทอผ้าแพรวาเป็นงานศิลปหัตถกรรมประเภทสิ่งทอที่หาได้น้อยแห่งในประเทศไทย สมเด็จพระนางเจ้าฯพระบรมราชินีนาถ ทรงสนับสนุนจนเป็นที่แพร่หลายทั้งในประเทศและต่างประเทศ,หมู่ 1-5 บ้านโพน 46180 กาฬสินธุ์ คำม่วง,กาฬสินธุ์,16.923333,103.631667,ทุกวัน 08.30-17.00 น.,,"ประวัติศาสตร์, นันทนาการ, วัฒนธรรม, ธรรมชาติ",08 6237 3699,nan,nan,nan,nan
พิพิธภัณฑ์ของโบราณดงเมืองเตย,"https://source.unsplash.com/800x600/?ประวัติศาสตร์, พิพิธภัณฑ์, วัฒนธรรม,ยโสธร,thailand",พิพิธภัณฑ์รวบรวมของโบราณซึ่งเก็บและขุดได้จากดงเมืองเตย เมืองเก่าแก่ที่มีมาตั้งแต่สมัยขอม ในพิพิธภัณฑ์มีของโบราณมากมาย อย่าง เตียงบรรทมเจ้าเมือง (เป็นศิลา) และศิลาจารึกอักษรขอมโบราณ นอกจากนี้ยังมีซากเมืองโบราณดงเมืองเตยที่ค่อนข้างสมบูรณ์ ตั้งอยู่ทางทิศใต้ของหมู่บ้านสงเปือยห่างจากหมู่บ้านประมาณ 1 กิโลเมตร นอกจากนี้ภายในบริเวณดงเมืองเตยยังมีซากวัด สระน้ำ กำแพงเมืองที่ยังมีเค้าโครงเดิมพอจะสันนิษฐานได้ว่าเดิมเป็นที่ตั้งของชุมชนโบราณสมัยเจนละ-ทวารวดี ในพุทธศตวรรษที่ 12 จากข้อความที่พบในจารึกของกษัตริย์เจนละ แสดงว่าโบราณสถานแห่งนี้สร้างขึ้นเป็นศาสนสถานในศาสนาพราหมณ์ที่นับถือพระศิวะ ในช่วงเวลานั้น บริเวณดงเมืองเตย รวมทั้งชุมชนใกล้เคียงเคยเป็นเมืองที่มีชื่อว่า “ศังขะปุระ” มีความสัมพันธ์ในฐานะเมืองในปกครองของอาณาจักรเจนละ ซึ่งก็คืออาณาจักรขอมที่แผ่อำนาจเข้ามาในเขตลุ่มแม่น้ำมูล-ชี ในสมัยโบราณ,หมู่ 8 บ้านเมืองเตย 35110 ยโสธร คำเขื่อนแก้ว,ยโสธร,15.6395024,104.2568685,ทุกวัน 07.00-17.00 น.,,"ประวัติศาสตร์, พิพิธภัณฑ์, วัฒนธรรม",0 4558 0555,0.0 0.0 0.0 0.0,nan,nan,nan
ปราสาทตาเล็ง,"https://source.unsplash.com/800x600/?ประวัติศาสตร์, ชุมชนท่องเที่ยว, วัฒนธรรม,ศรีสะเกษ,thailand",ปราสาทมีลักษณะเป็นปรางค์องค์เดียวตั้งอยู่บนฐาน องค์ปรางค์มีผังเป็นรูปสี่เหลี่ยมจัตุรัสย่อมุมไม้สิบสองหันหน้าไปทางทิศตะวันออก ปัจจุบันเหลือเพียงผนังด้านหน้าและผนังด้านข้างบางส่วน มีประตูเข้าได้เพียงประตูเดียวด้านหน้า อีกสามด้านเป็นประตูหลอก ที่สำคัญคือเสาติดผนังของประตูหน้าทั้งสองข้างยังคงมีลวดลายก้านขดสลักเต็มแผ่นอย่างสวยงาม สร้างขึ้นในราวพุทธศตวรรษที่ 16-17 นอกจากนี้บนพื้นรอบ ๆ ยังมีทับหลังวางอยู่หลายชิ้น ชิ้นหนึ่งวางอยู่หน้าประตูด้านทิศเหนือ สลักเป็นภาพพระอินทร์ทรงช้างในซุ้มเรือนแก้วเหนือหน้ากาล ซึ่งคายท่อนพวงมาลัยออกมาจากปากและยึดท่อนพวงมาลัยนั้นไว้ด้วยมือทั้งสองข้าง ทับหลังชิ้นอื่น ๆ ลักษณะคล้ายกัน ทับหลังชิ้นหนึ่งมีแนวภาพตอนบนสลักเป็นรูปฤาษีนั่งเรียงกันในท่าสมาธิ 7 ตอน จากลักษณะทางสถาปัตยกรรม และศิลปกรรมที่ปรากฏกล่าวได้ว่าปราสาทตาเล็งสร้างขึ้นในศิลปะขอมแบบบาปวน ซึ่งมีอายุราว พ.ศ. 1560 - 1630,หมู่ 6 บ้านปราสาท 33140 ศรีสะเกษ ขุขันธ์,ศรีสะเกษ,14.7284493,104.0205024,08.00-17.00 น.,,"ประวัติศาสตร์, ชุมชนท่องเที่ยว, วัฒนธรรม",nan,nan,nan,nan,nan
น้ำตกเจ็ดสี,"https://source.unsplash.com/800x600/?น้ำตก, ธรรมชาติ,บึงกาฬ,thailand",น้ำตกเจ็ดสีเป็นน้ำตกที่สวยงามมาก โดยเฉพาะในช่วงฤดูฝนเกิดจากธารน้ำของห้วยกะอามไหลมาตามหน้าผาหินทรายสูงและแผ่กว้างเป็นทางยาวสายน้ำตกกระทบหินเบื้องล่างเกิดเป็นละอองไอน้ำยามเมื่อกระทบกับแสงแดดทำให้เกิดสีต่างๆ ขึ้น จึงเรียกว่า น้ำตกเจ็ดสี,หมู่ 3 บ้านดอนเสียด 38150 บึงกาฬ เซกา ซาง,บึงกาฬ,18.1601125,103.9530469,ทุกวัน 09.00 – 16.00 น.,,"น้ำตก, ธรรมชาติ",08 9862 3389,20.0 10.0 200.0 100.0,nan,nan,nan
น้ำตกห้วยหลวง,"https://source.unsplash.com/800x600/?น้ำตก, ธรรมชาติ,อุบลราชธานี,thailand","น้ำตกห้วยหลวง ตั้งอยู่ในเขตอุทยานอุทยานแห่งชาติภูจอง-นายอย โดยไฮไลท์ท่องเที่ยวที่ได้รับความนิยมมากที่สุดของอุทยานก็คงเป็น ""น้ำตกห้วยหลวง"" น้ำตกที่คนในท้องถิ่นเรียกกันว่า ""น้ำตกบักเตว"" น้ำตกขนาดใหญ่เกิดจากลำธารห้วยหลวง ที่อยู่เลยที่ทำการ อุทยานแห่งชาติภูจอง-นายอย ไปทางใต้ 3.5 กิโลเมตร นักท่องเที่ยวสามารถเข้าถึงได้โดยสะดวกโดยรถยนต์ น้ำตกห้วยหลวง เป็นน้ำตก ที่มีความสูง ประมาณ 45 เมตร ไหลผ่านหน้าผาลงสู่เบื้องล่างมีลักษณะเป็นแอ่งน้ำขนาดใหญ่ พื้นน้ำเป็นสีเขียวมรกตและมีหาดทรายขาว สะอาดเหมาะสำหรับการลงเล่นน้ำ ด้านบนมีจุดชมทิวทัศน์และถ่ายภาพ ด้านล่างมีบันไดสำหรับขึ้นลงจำนวน 272 ชั้น",บ้านแก้งเรือง 34280 อุบลราชธานี นาจะหลวย นาจะหลวย,อุบลราชธานี,14.44276577,105.272236,08.30-16.30น.,,"น้ำตก, ธรรมชาติ",0 4521 0706 https://www.facebook.com/nachaluay34280/,20.0 10.0 200.0 100.0,nan,nan,nan
วัดไชยาติการาม,"https://source.unsplash.com/800x600/?ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม,อำนาจเจริญ,thailand",วัดนี้มีพระพุทธรูปสำริด ประทับนั่งขัดสมาธิราบ ปางมารวิชัย สูง 55 เซนติเมตร จัดอยู่ในกลุ่มพระพุทธรูปศิลปะลาวสกุลช่างเวียงจันทน์ เปรียบเทียบได้กับพระพุทธรูปปางมารวิชัยที่ระเบียงหอพระแก้วเมืองเวียงจันทน์ และพระพุทธรูปที่วัดวิชุล เมืองหลวงพระบาง ซึ่งมีอายุอยู่ในราวปลายพุทธศตวรรษที่ 22 ถึงพุทธศตวรรษที่ 23,บ้านโพนเมือง 37180 อำนาจเจริญ พนา จานลาน,อำนาจเจริญ,15.7302602,104.8123827,-,,"ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม",-,nan,nan,nan,nan
พระพุทธมิ่งเมือง,"https://source.unsplash.com/800x600/?ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม,มหาสารคาม,thailand",พระพุทธรูปมิ่งเมือง หรือ พระพุทธรูปสุวรรณมาลี สร้างด้วยหินทรายแดง เป็นพระพุทธรูปศักดิ์สิทธิ์สมัยทวาราวดีที่ชาวมหาสารคามนับถือกัน มาประดิษฐานที่วัดสุวรรณาวาส ตำบลโคกพระ อำเภอกันทรวิชัย,หมู่ 17 บ้านโคกพระ 44150 มหาสารคาม กันทรวิชัย,มหาสารคาม,16.3232132,103.2988444,ทุกวัน 08.00-17.00 น.,,"ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม",09 7336 4443,0.0 0.0 0.0 0.0,nan,nan,nan
พระพุทธบาทบัวบก,"https://source.unsplash.com/800x600/?ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม,อุดรธานี,thailand",พระพุทธบาทบัวบก มีข้อสันนิษฐานถึงที่มาของชื่อว่า บัวบกเป็นชื่อของพันธุ์ไม้ชนิดหนึ่งที่เกิดขึ้นตามป่าและพบมากในบริเวณที่พบรอยพระพุทธบาท ในขณะที่บางท่านสันนิษฐานว่าบัวบกอาจมีที่มาจากคำว่า บ่บก ซึ่งหมายถึงไม่แห้งแล้ง รอยพระพุทธบาทแห่งนี้เชื่อกันว่าเกิดขึ้นตามตำนานในท้องถิ่นเรื่องพระเจ้าเหยียบโลกหรือพระเจ้าเลียบโลกซึ่งเชื่อว่าพระพุทธเจ้าได้เคยเสด็จมาโปรดพญานาคซึ่งอาศัยอยู่ในบริเวณนี้และได้กดประทับรอยพระพุทธบาทไว้เพื่อให้สักการะบูชา,บ้านติ้ว 41160 อุดรธานี บ้านผือ กลางใหญ่,อุดรธานี,17.6952909,102.4640046,ทุกวัน 24 ชั่วโมง,,"ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม",0 4221 9650,nan,nan,nan,nan
กู่ประภาชัย,"https://source.unsplash.com/800x600/?ประวัติศาสตร์, ชุมชนท่องเที่ยว, วัฒนธรรม,ขอนแก่น,thailand",กู่จะอยู่ภายในวัดกู่บ้านนาคำน้อย หรือจะขับรถข้ามสะพานข้ามคลองส่งน้ำ ตรงไปตามถนนลาดยางประมาณ 6 กิโลเมตร ก็จะมีป้ายบอกทางให้เลี้ยวซ้ายผ่านหมู่บ้านไปประมาณ 1 กิโลเมตร ก็จะถึงกู่ประภาชัย กู่ประภาชัย คือกลุ่มโบราณสถานที่มีลักษณะแผนผังอย่างเดียวกันกับโบราณสถานที่พบหลักฐานแสดงอโรคยาศาลหรือสถานพยาบาลที่พระเจ้าชัยวรมันที่ 7 แห่งอาณาจักรเขมรโบราณโปรดฯให้สร้างขึ้นในพุทธศตวรรษที่ 18 (พ.ศ. 1720-1780) คือประกอบด้วยปรางค์ประธานรูปสี่เหลี่ยมจตุรัส มีมุขยื่นทางด้านหน้า ด้านขวามือเยื้องไปข้างหน้าเป็นอาคารรูปสี่เหลี่ยมที่เรียกว่า บรรณาลัย อาคารทั้งสองล้อมรอบด้วยกำแพงแก้วโดยมีโคปุระหรือซุ้มประตูทางเข้าออกด้านหน้าหรือทางด้านทิศตะวันออกเพียงด้านเดียว นอกกำแพงที่มุมซ้ายมีสระน้ำ 1 สระทั้งหมดสร้างด้วยศิลาแลง โดยมีเสาประดับประตู ทับหลังเป็นหินทราย ปัจจุบันหักพังแต่ได้รับการดูแลรักษาจากทางวัดเป็นอย่างดี ซึ่งได้ขึ้นทะเบียนเป็นโบราณสถานเมื่อวันที่ 8 มีนาคม พ.ศ.2478,หมู่ 1 บ้านนาคำน้อย 40140 ขอนแก่น น้ำพอง,ขอนแก่น,16.7186177,102.8744945,เปิดทุกวัน,,"ประวัติศาสตร์, ชุมชนท่องเที่ยว, วัฒนธรรม","08  3362 9844, 08 1546 7797",nan,nan,nan,nan
น้ำตกตาดฟ้า,"https://source.unsplash.com/800x600/?น้ำตก, ธรรมชาติ,ชัยภูมิ,thailand",เป็นน้ำตกที่ตั้งอยู่เชิงเขาภูอีเฒ่า ลักษณะเป็นลานหินกว้างประมาณ 15-20 เมตร ยาวโดยตลอด 80-90 ม. ลาดชันประมาณ 30 องศา ลักษณะคล้ายกระดานลื่นธรรมชาติ มีน้ำมากในช่วงฤดูฝน,36000 ชัยภูมิ เมืองชัยภูมิ,ชัยภูมิ,15.9413372,102.0977283,ทุกวัน 08.00-18.00 น.,,"น้ำตก, ธรรมชาติ","0 4485 3333, 0 4410 4002 tatton.np23@gmail.com www.facebook.com/อุทยานแห่งชาติตาดโตน-Tatton-National-Park-1075431292517452/",40.0 20.0 200.0 100.0,nan,nan,nan
พระพุทธรูปปฎิมาสันตยาภิรมย์สตึกอุดมราษฎรนิมิตมุนินทร์ (พระพุทธรูปใหญ่),"https://source.unsplash.com/800x600/?ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม,บุรีรัมย์,thailand","เป็นพระยืนขนาดใหญ่ริมแม่น้ำมูล ตรงข้ามที่ว่าการอำเภอสตึก เป็นที่เคารพสักการะของชาวสตึกและจังหวัดใกล้เคียง ในช่วงงานงานประเพณีแข่งเรือยาวซึ่งจัดที่อำเภอสตึกมีทั้งชาวเรือและผู้มาเที่ยวงานแวะมานมัสการพระพุทธรูปใหญ่กันเป็นจำนวนมาก พระพุทธรูปใหญ่ หรือพระพุทธรูปปฏิมาสันตยาภิรมย์สตึกอุดมราษฎร์นิมิตมุนินทร์ เป็นพระยืนขนาดใหญ่ในสวนเฉลิมพระเกียรติ 72 พรรษา ริมแม่น้ำมูล ตั้งอยู่ตรงข้ามที่ว่าการอำเภอสตึก ก่อสร้างขึ้นในวันที่ 2 กุมภาพันธ์ พ.ศ. 2526 เพื่อเฉลิมฉลองในงานสมโภชกรุงรัตนโกสินทร์ครบ 200 ปี สมเด็จพระอริยวงศาคตญาน (วาสน์) สมเด็จพระสังฆราช ได้ประทานนามว่า ""พระพุทธปฏิมาสันตยาภิรมย์สตึกอุดมราษฎร์นิมิตมุนินทร์"" ซึ่งมีความหมายว่า ""พระพุทธผู้จอมปราชญ์ อันราษฎรอำเภอสตึก แหล่งที่สมบูรณ์(ร่วมใจ) สร้างขึ้น เพื่อเตือนใจให้ให้ยินดีในความสงบสุข"" ชาวสตึกและจังหวัดใกล้เคียงให้ความเคารพสักการะมากและแวะเวียนมากราบไหว้ขอพรเป็นประจำ ในวันสำคัญทางพุทธศาสนา เทศบาลตำบลสตึก และอำเภอสตึก จะประกอบพิธีทางศาสนาและเวียนเทียน โดยเฉพาะในช่วงงานประเพณีแข่งเรือยาว ซึ่งจัดขึ้นที่อำเภอสตึกจะมีผู้แวะมานมัสการพระพุทธรูปใหญ่เป็นจำนวนมาก",31150 บุรีรัมย์ สตึก สตึก,บุรีรัมย์,15.2979375,103.2898594,"วันจันทร์-วันศุกร์ 09.00-20.00 น.
วันเสาร์-วันอาทิตย์ 09.00-20.30 น.",,"ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม",044681019,nan,nan,nan,nan
น้ำตกตาดโตน,"https://source.unsplash.com/800x600/?น้ำตก, ธรรมชาติ,มุกดาหาร,thailand",น้ำตกตาดโตน เป็นน้ำตกขนาดเล็ก 2 ชั้น สูงราว 7 เมตร กว้าง 30 เมตร มีแอ่งน้ำสำหรับเล่นน้ำ มีน้ำไหลตลอดทั้งปีมีแนวราบยาวสวยงาม โดยลักษณะทางธรณีวิทยาของน้ำตกตาดโตนนั้น ประกอบไปด้วยหินทราย ซึ่งเป็นชั้นหินที่สำคัญในแนวนี้ มีพืชพรรณหลากหลาย สภาพป่าประกอบด้วย ป่าเบญจพรรณ และป่าเต็งรังตามธรรมชาติ มีพันธุ์ไม้นานาชนิด ไม่ว่าจะเป็น อาทิเช่น ไม้ตะแบก ไม้ตะเคียน ยมหอม เหียง เต็ง และรัง เป็นต้น นอกจากนั้งมีสัตว์ป่าขนาดเล็ก เช่น หมูป่า กวางป่า เก้ง หมาจิ้งจอก ลิง กระต่าย นกยูง ไก่ป่า ไก่ฟ้า รวมไปถึงนกนานาชนิดอีกด้วย,หมู่ 2 บ้านโนนยาง 49160 มุกดาหาร หนองสูง โนนยาง,มุกดาหาร,16.4947041,104.3130786,ทุกวัน 24 ชั่วโมง,,"น้ำตก, ธรรมชาติ","0 4262 0947, 0 4531 1677, 09 8590 3109",0.0 0.0 0.0 0.0,nan,nan,nan
วัดกลางมิ่งเมือง,"https://source.unsplash.com/800x600/?ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม,ขอนแก่น,thailand",เป็นวัดเก่าแก่ที่สร้างมาตั้งแต่ก่อนจะตั้งเมืองร้อยเอ็ด แต่เดิมเชื่อว่าเคยเป็นสถานที่ๆ จัดเตรียมเพื่อสร้างเทวาลัยของขอมในสมัยเจ้าชัยวรมัน ยุคที่ขอมเรืองอำนาจ แต่เมื่อขอมเสื่อมอำนาจลงยังไม่ทันสร้างเสร็จก็ปล่อยให้รกร้าง และต่อมาก็ได้มีการสร้างวัดกลางฯขึ้นมาใหม่ในช่วงต้นกรุงรัตนโกสินทร์ ความโดดเด่นอยู่ที่สิม หรือโบสถ์ของวัด ซึ่งเป็นสถาปัตยกรรมแบบล้านช้าง นิกจากนี้ภายในผนังรอบพระอุโบสถยังมีภาพวาดจิตรกรรมเกี่ยวกับพุทธประวัติอันสวยงาม มีคุณค่าทางศิลปะและควรค่าแก่การอนุรักษ์ไว้อย่างยิ่ง,429 ผดุงพานิช 45000 ร้อยเอ็ด เมืองร้อยเอ็ด ขอนแก่น,ขอนแก่น,16.0618852,103.6544495,ทุกวัน 08.00-18.00 น.,,"ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม",08 7426 7339  www.facebook.com/pages/category/Personal-Blog/วัดกลางมิ่งเมือง-พระอารามหลวง-1934232296893533/,0.0 0.0 0.0 0.0,nan,nan,nan
น้ำตกตาดฟ้า,"https://source.unsplash.com/800x600/?น้ำตก, ธรรมชาติ,ขอนแก่น,thailand",น้ำตกตาดฟ้า เป็นน้ำตกที่เกิดจากลำห้วยตาดฟ้าซึ่งเป็นเส้นแบ่งเขตแดนอำเภอภูผาม่าน จังหวัดขอนแก่น กับอำเภอน้ำหนาว จังหวัดเพชรบูรณ์ รถสามารถเข้าไปถึงแค่บ้านตาดฟ้า หลังจากนั้นต้องเดินเท้าต่อไปอีก มีน้ำตกทั้งหมด 5 ชั้น ชั้นที่สวยงามที่สุดคือ ชั้นสุดท้ายซึ่งมีความสูงประมาณ 80 เมตร ฤดูที่น้ำตกตาดฟ้าจะสวยที่สุดคือฤดูฝน น้ำตกตาดฟ้าเป็นน้ำตกชั้นเดียวที่มีความสูงประมาณ 30 เมตร ความกว้างประมาณ 30 เมตร ด้านล่างเป็นแอ่งน้ำและเนินทราย ช่วงฤดูที่น้ำน้อยเมื่อน้ำไหลผ่านหน้าผาน้ำตกลงมาสู่ด้านล่างน้ำจะซึมหายไปในรู บริเวณโดยรอบพบก้อนหินทรายขนาดใหญ่อยู่โดยทั่วไป,บ้านโนนสูง 40150 ขอนแก่น ภูเวียง กุดขอนแก่น,ขอนแก่น,16.7906075,102.2591662,07.00-18.00 น.,,"น้ำตก, ธรรมชาติ",0 4335 8073 http://wiengkao.khonkaen.doae.go.th/read-14,40.0 20.0 200.0 100.0,nan,nan,nan
วัดพุทธาวาส (ภูสิงห์),"https://source.unsplash.com/800x600/?ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม,กาฬสินธุ์,thailand",ตั้งอยู่บนยอดเขาภูสิงห์ สามารถขึ้นได้ ๒ ทาง คือ ทางทิศตะวันตกจะเป็นทางลาดยางคดเคี้ยวขึ้นตามไหล่เขาและทางทิศตะวันออกเป็นทางบันได ๖๕๔ ขั้น วัดแห่งนี้เป็นที่ประดิษฐานพระพรหมภูมิปาโล เป็นพระพุทธรูปปางมารวิชัย หน้าตักกว้าง ๑๐.๕๐ เมตร สูง ๑๕.๕๐ เมตร สร้างขึ้นในปี พ.ศ. ๒๕๑๑ เพื่อเป็นที่ยึดเหนี่ยวทางจิตใจของชาวอำเภอสหัสขันธ์ที่ต้องย้ายถิ่นฐานจากบริเวณอำเภอสหัสขันธ์เดิมเนื่องจากได้รับผลกระทบจากการสร้างเขื่อนลำปาว ทางราชการจึงได้อพยพราษฎรมาตั้งภูมิลำเนาที่เมืองใหม่ซึ่งอยู่บริเวณใกล้ ๆ ภูสิงห์ และสร้างพระพรหมภูมิปาโลขึ้น บนยอดเขาภูสิงห์ยังเป็นจุดที่สามารถชมทิวทัศน์ทางธรรมชาติที่สวยงาม มองเห็นภูกุ้มข้าว ซึ่งบริเวณที่เป็นแหล่งค้นพบไดโนเสาร์ที่สำคัญของไทยได้อย่างชัดเจน,46140 กาฬสินธุ์ สหัสขันธ์ นามะเขือ,กาฬสินธุ์,16.7150817,103.513713,ทุกวัน 06.00-18.00 น.,,"ศาสนสถาน, ประวัติศาสตร์, วัฒนธรรม",08 2858 7333 www.buddhawas.com,nan,nan,nan,nan
